cycle,branch,forecastdate,district,component_no,component_name,component_impact,component_narrative,genre,candidateA,candidateB,shortnmA,shortnmB,timestamp
2020,House,11/3/20,CA-6,5,Fundraising,5.753009,"As of Oct. 14, Matsui had raised $269,000 in individual contributions (99% of all such contributions to the major-party candidates); Bish had raised $1,000 (1%).",DR,Doris O. Matsui,Chris Bish,Matsui,Bish,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-6,4,Generic ballot,2.547347,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Doris O. Matsui,Chris Bish,Matsui,Bish,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-6,3,Incumbent's margin in last election,7.691025,"Matsui won by 60.9 percentage points in 2018, but did not face major-party opposition.",DR,Doris O. Matsui,Chris Bish,Matsui,Bish,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-6,2,District partisanship,8.466434,"CA-6 is 38.8 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Doris O. Matsui,Chris Bish,Matsui,Bish,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-6,11,Total,54.95335,"",DR,Doris O. Matsui,Chris Bish,Matsui,Bish,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-6,1,Incumbency,7.659766,"Matsui has been elected to 8 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CA-6 has highly distinctive demographics, so incumbency will help Matsui a lot there.",DR,Doris O. Matsui,Chris Bish,Matsui,Bish,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-53,9,Top-two primary margin,12.37141,Jacobs won the June primary by 9.2 percentage points.,DD,Sara Jacobs,Georgette Gómez,Jacobs,Gómez,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-53,5,Fundraising,-2.141363,"As of Oct. 14, Gómez had raised $1,322,000 in individual contributions (66% of all such contributions to the major-party candidates); Jacobs had raised $677,000 (34%).",DD,Sara Jacobs,Georgette Gómez,Jacobs,Gómez,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-53,11,Total,10.23005,"",DD,Sara Jacobs,Georgette Gómez,Jacobs,Gómez,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-52,9,Top-two primary margin,14.89994,"Democrats won the aggregate vote by 32.7 percentage points in the June primary. However, turnout patterns can differ in the general election, so the model compares the primary result to others in California. On that basis, it treats the primary result as equivalent to a 36.8-point win for Democrats.",DR,Scott Peters,Jim DeBello,Peters,DeBello,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-52,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Scott Peters,Jim DeBello,Peters,DeBello,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-52,7,Challenger experience,0,DeBello has never held elected office.,DR,Scott Peters,Jim DeBello,Peters,DeBello,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-52,6,Incumbent's voting record in Congress,-.7153473,"Peters has voted with Democrats 87% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Scott Peters,Jim DeBello,Peters,DeBello,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-52,5,Fundraising,3.416937,"As of Oct. 14, Peters had raised $616,000 in individual contributions (80% of all such contributions to the major-party candidates); DeBello had raised $153,000 (20%).",DR,Scott Peters,Jim DeBello,Peters,DeBello,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-52,4,Generic ballot,2.286183,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Scott Peters,Jim DeBello,Peters,DeBello,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-52,3,Incumbent's margin in last election,2.490104,Peters won by 27.7 percentage points in 2018.,DR,Scott Peters,Jim DeBello,Peters,DeBello,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-52,2,District partisanship,2.294142,"CA-52 is 12.3 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. California has been considerably more Republican in state legislative elections than in presidential elections.",DR,Scott Peters,Jim DeBello,Peters,DeBello,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-52,11,Total,31.58512,"",DR,Scott Peters,Jim DeBello,Peters,DeBello,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-52,1,Incumbency,6.913151,"Peters has been elected to 4 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CA-52 has highly distinctive demographics, so incumbency will help Peters a lot there.",DR,Scott Peters,Jim DeBello,Peters,DeBello,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-5,9,Top-two primary margin,25.763,"Democrats won the aggregate vote by 59.6 percentage points in the June primary. However, turnout patterns can differ in the general election, so the model compares the primary result to others in California. On that basis, it treats the primary result as equivalent to a 63.7-point win for Democrats.",DR,Mike Thompson,Scott Giblin,Thompson,Giblin,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-5,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Mike Thompson,Scott Giblin,Thompson,Giblin,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-5,7,Challenger experience,0,Giblin has never held elected office.,DR,Mike Thompson,Scott Giblin,Thompson,Giblin,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-5,6,Incumbent's voting record in Congress,-1.42653,"Thompson has voted with Democrats 94% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Mike Thompson,Scott Giblin,Thompson,Giblin,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-5,5,Fundraising,5.808866,"As of Oct. 14, Thompson had raised $682,000 in individual contributions (100% of all such contributions to the major-party candidates); Giblin had raised $0 (0%).",DR,Mike Thompson,Scott Giblin,Thompson,Giblin,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-5,4,Generic ballot,2.548234,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Mike Thompson,Scott Giblin,Thompson,Giblin,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-5,3,Incumbent's margin in last election,7.772001,"Thompson won by 57.7 percentage points in 2018, but did not face major-party opposition.",DR,Mike Thompson,Scott Giblin,Thompson,Giblin,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-5,2,District partisanship,8.600933,"CA-5 is 39.4 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Mike Thompson,Scott Giblin,Thompson,Giblin,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-5,11,Total,56.66537,"",DR,Mike Thompson,Scott Giblin,Thompson,Giblin,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-5,1,Incumbency,7.598863,"Thompson has been elected to 11 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CA-5 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Mike Thompson,Scott Giblin,Thompson,Giblin,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-51,9,Top-two primary margin,18.94102,"Democrats won the aggregate vote by 42.7 percentage points in the June primary. However, turnout patterns can differ in the general election, so the model compares the primary result to others in California. On that basis, it treats the primary result as equivalent to a 46.8-point win for Democrats.",DR,Juan Vargas,Juan M. Hidalgo Jr.,Vargas,Hidalgo,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-51,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Juan Vargas,Juan M. Hidalgo Jr.,Vargas,Hidalgo,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-51,7,Challenger experience,0,Hidalgo has never held elected office.,DR,Juan Vargas,Juan M. Hidalgo Jr.,Vargas,Hidalgo,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-51,6,Incumbent's voting record in Congress,-1.462977,"Vargas has voted with Democrats 94% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Juan Vargas,Juan M. Hidalgo Jr.,Vargas,Hidalgo,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-51,5,Fundraising,5.787316,"As of Oct. 14, Vargas had raised $141,000 in individual contributions (100% of all such contributions to the major-party candidates); Hidalgo had raised $0 (0%).",DR,Juan Vargas,Juan M. Hidalgo Jr.,Vargas,Hidalgo,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-51,4,Generic ballot,2.538781,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Juan Vargas,Juan M. Hidalgo Jr.,Vargas,Hidalgo,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-51,3,Incumbent's margin in last election,5.033013,Vargas won by 42.4 percentage points in 2018.,DR,Juan Vargas,Juan M. Hidalgo Jr.,Vargas,Hidalgo,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-51,2,District partisanship,9.108648,"CA-51 is 41.6 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Juan Vargas,Juan M. Hidalgo Jr.,Vargas,Hidalgo,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-51,11,Total,47.94316,"",DR,Juan Vargas,Juan M. Hidalgo Jr.,Vargas,Hidalgo,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-51,1,Incumbency,7.997358,"Vargas has been elected to 4 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CA-51 has highly distinctive demographics, so incumbency will help Vargas a lot there.",DR,Juan Vargas,Juan M. Hidalgo Jr.,Vargas,Hidalgo,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-50,9,Top-two primary margin,-3.806989,"Republicans won the aggregate vote by 13.5 percentage points in the June primary. However, turnout patterns can differ in the general election, so the model compares the primary result to others in California. On that basis, it treats the primary result as equivalent to a 9.4-point win for Republicans.",DR,Ammar Campa-Najjar,Darrell Issa,Campa-Najjar,Issa,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-50,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Ammar Campa-Najjar,Darrell Issa,Campa-Najjar,Issa,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-50,7,Candidate experience,-.1418471,Issa has held elected office before but Campa-Najjar hasn't.,DR,Ammar Campa-Najjar,Darrell Issa,Campa-Najjar,Issa,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-50,5,Fundraising,.6628829,"As of Oct. 14, Campa-Najjar had raised $5,112,000 in individual contributions (56% of all such contributions to the major-party candidates); Issa had raised $4,023,000 (44%).",DR,Ammar Campa-Najjar,Darrell Issa,Campa-Najjar,Issa,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-50,4,Generic ballot,3.662941,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Ammar Campa-Najjar,Darrell Issa,Campa-Najjar,Issa,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-50,2,District partisanship,-11.81599,"CA-50 is 22.4 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. California has been considerably more Republican in state legislative elections than in presidential elections.",DR,Ammar Campa-Najjar,Darrell Issa,Campa-Najjar,Issa,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-50,11,Total,-11.439,"",DR,Ammar Campa-Najjar,Darrell Issa,Campa-Najjar,Issa,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-49,9,Top-two primary margin,6.9848,"Democrats won the aggregate vote by 13.2 percentage points in the June primary. However, turnout patterns can differ in the general election, so the model compares the primary result to others in California. On that basis, it treats the primary result as equivalent to a 17.3-point win for Democrats.",DR,Mike Levin,Brian Maryott,Levin,Maryott,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-49,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Mike Levin,Brian Maryott,Levin,Maryott,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-49,7,Challenger experience,-1.166055,"Maryott has held elected office before. (So has Levin, but this is accounted for in our incumbency calculation.)",DR,Mike Levin,Brian Maryott,Levin,Maryott,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-49,6,Incumbent's voting record in Congress,-1.001547,"Levin has voted with Democrats 97% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Mike Levin,Brian Maryott,Levin,Maryott,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-49,5,Fundraising,1.1519,"As of Oct. 14, Levin had raised $2,706,000 in individual contributions (62% of all such contributions to the major-party candidates); Maryott had raised $1,686,000 (38%).",DR,Mike Levin,Brian Maryott,Levin,Maryott,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-49,4,Generic ballot,1.506033,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Mike Levin,Brian Maryott,Levin,Maryott,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-49,3,Incumbent's margin in last election,.6815979,Levin won by 12.8 percentage points in 2018 in an open-seat race.,DR,Mike Levin,Brian Maryott,Levin,Maryott,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-49,2,District partisanship,-.2457741,"CA-49 is 2.0 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Romney in 2012. California has been considerably more Republican in state legislative elections than in presidential elections.",DR,Mike Levin,Brian Maryott,Levin,Maryott,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-49,11,Total,12.32283,"",DR,Mike Levin,Brian Maryott,Levin,Maryott,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-49,1,Incumbency,4.411878,"Levin has been elected to 1 term. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CA-49 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Mike Levin,Brian Maryott,Levin,Maryott,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-48,9,Top-two primary margin,.0963921,"Republicans won the aggregate vote by 3.9 percentage points in the June primary. However, turnout patterns can differ in the general election, so the model compares the primary result to others in California. On that basis, it treats the primary result as equivalent to a 0.2-point win for Democrats.",DR,Harley Rouda,Michelle Steel,Rouda,Steel,00:19:54  3 Nov 2020
